DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    65.9,0: Units,PCNT: %,RA: Reanalysed,,61,70.5,414.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête de grappes à indicateurs multiples MICS - rapport d'analyse (projet  14 juillet 2000). Sao Tome  République Démocratique de Sao Tome et Principe  2000.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    50.7,0: Units,PCNT: %,RA: Reanalysed,,43.3,58.1,328.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé à Sao Tomé e Príncipe (EDS-STP) 2008-2009. Rapport préliminaire. Sao Tomé  INE et le Ministre de la Santé  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    51.5,0: Units,PCNT: %,RA: Reanalysed,,45.7,57.2,403.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sao Tome and Principe Multiple Indicator Cluster Survey 2014  Final Report. São Tomé  Sao Tome and Principe  2016.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    46.0,0: Units,PCNT: %,RA: Reanalysed,,39.7,52.5,345.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Inquérito de Indicadores Múltiplos 2019  Relatório final. São Tomé  São Tomé e Príncipe  Instituto Nacional de Estatística e Fundo das Nações Unidas para a Infância,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    72.8,0: Units,PCNT: %,RA: Reanalysed,,70.2,75.3,1914.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé au Sénégal 2005. Demographic and Health Surveys. Calverton  Maryland  USA   Centre de Recherche pour le Développement Humain [Sénégal] et ORC Macro  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    80.6,0: Units,PCNT: %,RA: Reanalysed,,78.6,82.5,2086.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé à indicateurs multiples au Sénégal (EDS-MICS) 2010-2011. Demographic and Health Surveys and MICS. Calverton  Maryland  USA  ANSD et ICF International  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    78.2,0: Units,PCNT: %,RA: Reanalysed,,74.7,81.4,1153.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé continue (EDS-Continue 2012-2013). Demographic and Health Surveys. Calverton  Maryland  USA  ANSD et ICF International.  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    72.8,0: Units,PCNT: %,RA: Reanalysed,,68.9,76.3,1123.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sénégal   Enquête Démographique et de Santé Continue (EDS-Continue 2014). Rockville  Maryland  USA   ANSD et ICF International  2015.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    78.0,0: Units,PCNT: %,RA: Reanalysed,,74.3,81.3,1122.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sénégal   Enquête Démographique et de Santé Continue (EDS-Continue 2015).  Octobre 2016,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    75.3,0: Units,PCNT: %,RA: Reanalysed,,71.1,79,1094.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Senegal   Enquête Démographique et de Santé Continue (EDS-Continue 2016). Rockville  Maryland  USA   ANSD et ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    70.3,0: Units,PCNT: %,RA: Reanalysed,,67.5,72.9,2105.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête Continue du Sénégal  Cinquième Phase 2017   Rapport de synthèse. Rockville  Maryland  USA   ANSD et ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    68.9,0: Units,PCNT: %,RA: Reanalysed,,65.1,72.4,1167,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sénégal   Enquête Démographique et de Santé Continue (EDS-Continue 2018). Rockville  Maryland  USA   ANSD et ICF.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    71.5,0: Units,PCNT: %,RA: Reanalysed,,67.8,75,1072.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sénégal   Enquête Démographique et de Santé Continue (EDS-Continue 2019). Rockville  Maryland  USA   ANSD et ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    14.6,0: Units,PCNT: %,RA: Reanalysed,,12,17.6,762.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Republic of Serbia multiple indicator cluster survey 2005  final report. Belgrade  Republic of Serbia  Statistical Office of the Republic of Serbia and Strategic Marketing Research Agency  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    16.0,0: Units,PCNT: %,RA: Reanalysed,,11.9,21.2,661,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Serbia multiple indicator cluster survey 2010 (MICS). Belgrade  Republic of Serbia  Statistical Office of the Republic of Serbia  2011,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    14.6,0: Units,PCNT: %,RA: Reanalysed,,11.2,19,488.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2014 Serbia multiple indicator cluster survey and 2014 Serbia Roma Settlements multiple indicator cluster survey (MICS). Final Report. Belgrade  Serbia  Statistical Office of the Republic of Serbia and UNICEF  2014.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    16.2,0: Units,PCNT: %,RA: Reanalysed,,11.9,21.7,365.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Serbia Multiple Indicator Cluster Survey 2019  Survey Findings Reports. Belgrade  Serbia  Statistical Office of the Republic of Serbia and UNICEF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    70.1,0: Units,PCNT: %,RA: Reanalysed,,65.5,74.4,537.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The status of women and children in Sierra Leone. A household survey report (MICS-2). Central Statistics Office  Ministry of Development and Economic Planning  November 2000,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    76.8,0: Units,PCNT: %,RA: Reanalysed,,73.9,79.6,1076.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sierra Leone multiple indicator cluster survey 2005  Final Report. Freetown  Sierra Leone  Statistics Sierra Leone and UNICEF-Sierra Leone  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    70.3,0: Units,PCNT: %,RA: Reanalysed,,66.8,73.5,968.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sierra Leone demographic and health survey 2008. Demographic and Health Surveys. Calverton  Maryland  USA  Statistics Sierra Leone (SSL) and ICF Macro  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    68.2,0: Units,PCNT: %,RA: Reanalysed,,65.2,71.2,1501.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sierra Leone multiple indicator cluster survey 2010  Final report (MICS). Freetown  Sierra Leone  Statistics Sierra Leone and UNICEF-Sierra Leone  2011,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    72.6,0: Units,PCNT: %,RA: Reanalysed,,70,75,2025.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sierra Leone demographic and health survey 2013. Demographic and Health Surveys. Freetown  Sierra Leone and Rockville  Maryland  USA  SSL and ICF International  2014,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    61.1,0: Units,PCNT: %,RA: Reanalysed,,58.2,63.9,2260.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sierra Leone Multiple Indicator Cluster Survey 2017  Survey Findings Report. Freetown  Sierra Leone  Statistics Sierra Leone,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    64.5,0: Units,PCNT: %,RA: Reanalysed,,61.5,67.4,1715.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sierra Leone Demographic and Health Survey 2019. Freetown  Sierra Leone  and Rockville  Maryland  USA  Stats SL and ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    74.8,0: Units,PCNT: %,RP: Reported,,,,478,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Solomon Islands 2006-2007 demographic and health survey. DHS. Noumea  New Caledonia  SISO  SPC and Macro International Inc.  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2015,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    71.4,0: Units,PCNT: %,RP: Reported,,,,732,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Solomon Islands Demographic and Health Survey  2015. Solomon Islands Ministry of Health and Medical Services and the Pacific Community. 2017.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2015,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    43.2,0: Units,PCNT: %,RA: Reanalysed,,39.1,47.3,1086.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Monitoring the situation of women and children. Somalia multiple indicator cluster survey 2006. New York  UNICEF  2007.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2006-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    44.6,0: Units,PCNT: %,RP: Reported,,,,2350,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Somali Health and Demographic Survey 2020,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2006-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    33.6,0: Units,PCNT: %,RA: Reanalysed,,29.1,38.6,578,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,South Africa Demographic and Health Survey 2016. Pretoria  South Africa  and Rockville  Maryland  USA  NDoH  Stats SA  SAMRC  and ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2016,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    61.9,0: Units,PCNT: %,RA: Reanalysed,,58.6,65.1,1704.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,South Sudan Household Survey 2010. Final Report (MICS4). Juba  South Sudan  2013.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2010,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    87.8,0: Units,PCNT: %,RP: Reported,,,,1392,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sri Lanka Demographic and Health Survey 2006-07. Colombo  Sri Lanka  DCS and MOH  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2016,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    89.5,0: Units,PCNT: %,RA: Reanalysed,,87.8,91,1541.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sri Lanka Demographic and Health Survey 2016,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2016,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    30.7,0: Units,PCNT: %,RA: Reanalysed,,28.6,32.9,2107.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Final report of the Palestinian family survey 2010 (MICS). Ramallah  State of Palestine  Palestinian Central Bureau of Statistics  2013.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2010-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    31.2,0: Units,PCNT: %,RA: Reanalysed,,28.6,33.8,1530.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Palestinian Multiple Indicator Cluster Survey 2014   Final Report  Ramallah  Palestine,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2010-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    28.5,0: Units,PCNT: %,RA: Reanalysed,,25.8,31.4,1329.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Palestinian Multiple Indicator Cluster Survey 2019-2020   Survey Findings Report  Ramallah  Palestine.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2010-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SDN: Sudan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    69.7,0: Units,PCNT: %,RA: Reanalysed,,67.7,71.7,2612.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Sudan household health survey  second round 2010.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2010-2014,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SDN: Sudan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    72.5,0: Units,PCNT: %,RA: Reanalysed,,70.2,74.7,2671.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple Indicator Cluster Survey 2014 of Sudan  Final Report. Khartoum  Sudan  UNICEF and Central Bureau of Statistics (CBS)  February 2016.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2010-2014,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    27.7,0: Units,PCNT: %,RA: Reanalysed,,22.3,33.9,376.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suriname multiple indicator cluster survey (MICS) 2000. Paramaribo  Suriname  March 2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    22.9,0: Units,PCNT: %,RA: Reanalysed,,18.7,27.7,432.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suriname multiple indicator cluster survey 2006  Final Report (MICS3). Paramaribo  Suriname  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    17.4,0: Units,PCNT: %,RA: Reanalysed,,14.3,21,743.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suriname multiple indicator cluster survey 2010  Final Report (MICS). Paramaribo  Suriname  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    22.6,0: Units,PCNT: %,RA: Reanalysed,,18.8,26.9,753.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suriname Multiple Indicator Cluster Survey 2018  Survey Findings Report. Paramaribo  Suriname  Ministry of Social Affairs and Public Housing,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SYR: Syrian Arab Republic,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    44.7,0: Units,PCNT: %,RA: Reanalysed,,42.3,47.2,2083,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Syrian Arab Republic multiple indicator cluster survey 2006. February 2008.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2006,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    57.9,0: Units,PCNT: %,RA: Reanalysed,,53.7,61.9,745,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tajikistan Multiple Indicator Cluster Survey 2000 . New York  United States  United Nations Children's Fund (UNICEF),https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    57.6,0: Units,PCNT: %,RA: Reanalysed,,53.8,61.3,835.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tajikistan multiple indicator cluster survey 2005  Final Report. Dushanbe  Tajikistan  State Committee on Statistics of the Republic of Tajikistan  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
