,alpha3,Dim1,Indicator,Location,Time period,Dim1 type,Value,country-code,sex_dichotomic,Value2,CI95_low,CI95_high
351,OMN,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Oman,2010,Sex,6.9 [5.6-8.3],512,0,6.9,5.6,8.3
352,OMN,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Oman,2010,Sex,0.4 [0.3-0.5],512,0,0.4,0.3,0.5
353,OMN,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Oman,2010,Sex,13.5 [10.9-16.1],512,1,13.5,10.9,16.1
354,PAK,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Pakistan,2010,Sex,17.9 [14.1-21.8],586,0,17.9,14.1,21.8
355,PAK,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Pakistan,2010,Sex,5.5 [4.0-6.9],586,0,5.5,4.0,6.9
356,PAK,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Pakistan,2010,Sex,30.4 [24.2-36.6],586,1,30.4,24.2,36.6
357,PAN,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Panama,2010,Sex,8.2 [6.7-9.8],591,0,8.2,6.7,9.8
358,PAN,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Panama,2010,Sex,3.2 [2.5-3.8],591,0,3.2,2.5,3.8
359,PAN,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Panama,2010,Sex,13.3 [10.9-15.8],591,1,13.3,10.9,15.8
360,PER,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Peru,2010,Sex,21.6 [11.7-31.4],604,0,21.6,11.7,31.4
361,PER,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Peru,2010,Sex,6.5 [5.1-7.9],604,0,6.5,5.1,7.9
362,PER,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Peru,2010,Sex,36.6 [18.3-55.0],604,1,36.6,18.3,55.0
363,PHL,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Philippines,2010,Sex,27.6 [23.4-31.9],608,0,27.6,23.4,31.9
364,PHL,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Philippines,2010,Sex,8.9 [7.6-10.3],608,0,8.9,7.6,10.3
365,PHL,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Philippines,2010,Sex,46.3 [39.2-53.5],608,1,46.3,39.2,53.5
366,PLW,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Palau,2010,Sex,21.1 [15.4-26.8],585,0,21.1,15.4,26.8
367,PLW,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Palau,2010,Sex,10.2 [7.1-13.3],585,0,10.2,7.1,13.3
368,PLW,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Palau,2010,Sex,32.0 [23.6-40.3],585,1,32.0,23.6,40.3
369,PNG,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Papua New Guinea,2010,Sex,47.2 [36.7-57.7],598,0,47.2,36.7,57.7
370,PNG,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Papua New Guinea,2010,Sex,30.1 [23.9-36.3],598,0,30.1,23.9,36.3
371,PNG,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Papua New Guinea,2010,Sex,64.2 [49.4-79.0],598,1,64.2,49.4,79.0
372,POL,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Poland,2010,Sex,30.8 [25.5-36.2],616,0,30.8,25.5,36.2
373,POL,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Poland,2010,Sex,25.7 [21.1-30.2],616,0,25.7,21.1,30.2
374,POL,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Poland,2010,Sex,36.0 [29.9-42.2],616,1,36.0,29.9,42.2
375,PRK,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Democratic People's Republic of Korea,2010,Sex,23.0 [17.6-28.4],408,0,23.0,17.6,28.4
376,PRK,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Democratic People's Republic of Korea,2010,Sex,0.0 [0.0-0.0],408,0,0.0,0.0,0.0
377,PRK,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Democratic People's Republic of Korea,2010,Sex,46.0 [35.3-56.7],408,1,46.0,35.3,56.7
378,PRT,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Portugal,2010,Sex,25.4 [20.7-30.0],620,0,25.4,20.7,30.0
379,PRT,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Portugal,2010,Sex,17.3 [13.5-21.0],620,0,17.3,13.5,21.0
380,PRT,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Portugal,2010,Sex,33.5 [27.9-39.0],620,1,33.5,27.9,39.0
381,PRY,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Paraguay,2010,Sex,16.0 [12.9-19.1],600,0,16.0,12.9,19.1
382,PRY,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Paraguay,2010,Sex,7.3 [5.8-8.8],600,0,7.3,5.8,8.8
383,PRY,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Paraguay,2010,Sex,24.7 [20.1-29.4],600,1,24.7,20.1,29.4
384,PSE,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),"occupied Palestinian territory, including east Jerusalem",2010,Sex,25.0 [18.4-31.7],275,0,25.0,18.4,31.7
385,PSE,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),"occupied Palestinian territory, including east Jerusalem",2010,Sex,5.7 [3.8-7.5],275,0,5.7,3.8,7.5
386,PSE,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),"occupied Palestinian territory, including east Jerusalem",2010,Sex,44.4 [33.0-55.9],275,1,44.4,33.0,55.9
387,QAT,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Qatar,2010,Sex,12.1 [9.3-14.9],634,0,12.1,9.3,14.9
388,QAT,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Qatar,2010,Sex,2.6 [1.7-3.6],634,0,2.6,1.7,3.6
389,QAT,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Qatar,2010,Sex,21.6 [16.9-26.3],634,1,21.6,16.9,26.3
390,ROU,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Romania,2010,Sex,33.3 [27.4-39.1],642,0,33.3,27.4,39.1
391,ROU,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Romania,2010,Sex,22.8 [18.6-27.1],642,0,22.8,18.6,27.1
392,ROU,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Romania,2010,Sex,43.8 [36.3-51.2],642,1,43.8,36.3,51.2
393,RUS,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Russian Federation,2010,Sex,30.2 [26.0-34.4],643,0,30.2,26.0,34.4
394,RUS,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Russian Federation,2010,Sex,13.7 [11.6-15.8],643,0,13.7,11.6,15.8
395,RUS,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Russian Federation,2010,Sex,46.7 [40.4-53.1],643,1,46.7,40.4,53.1
396,RWA,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Rwanda,2010,Sex,21.4 [16.7-26.2],646,0,21.4,16.7,26.2
397,RWA,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Rwanda,2010,Sex,9.8 [6.7-12.9],646,0,9.8,6.7,12.9
398,RWA,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Rwanda,2010,Sex,33.0 [26.7-39.4],646,1,33.0,26.7,39.4
399,SAU,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Saudi Arabia,2010,Sex,12.9 [10.1-15.7],682,0,12.9,10.1,15.7
400,SAU,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Saudi Arabia,2010,Sex,3.2 [2.3-4.2],682,0,3.2,2.3,4.2
401,SAU,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Saudi Arabia,2010,Sex,22.6 [17.9-27.2],682,1,22.6,17.9,27.2
402,SEN,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Senegal,2010,Sex,8.9 [7.3-10.5],686,0,8.9,7.3,10.5
403,SEN,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Senegal,2010,Sex,0.9 [0.6-1.1],686,0,0.9,0.6,1.1
404,SEN,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Senegal,2010,Sex,17.0 [14.1-19.9],686,1,17.0,14.1,19.9
405,SGP,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Singapore,2010,Sex,15.5 [12.7-18.3],702,0,15.5,12.7,18.3
406,SGP,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Singapore,2010,Sex,5.5 [4.5-6.6],702,0,5.5,4.5,6.6
407,SGP,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Singapore,2010,Sex,25.5 [21.0-30.1],702,1,25.5,21.0,30.1
408,SLB,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Solomon Islands,2010,Sex,40.5 [31.8-49.2],90,0,40.5,31.8,49.2
409,SLB,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Solomon Islands,2010,Sex,23.2 [17.6-28.8],90,0,23.2,17.6,28.8
410,SLB,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Solomon Islands,2010,Sex,57.7 [45.9-69.5],90,1,57.7,45.9,69.5
411,SLE,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sierra Leone,2010,Sex,22.9 [17.7-28.1],694,0,22.9,17.7,28.1
412,SLE,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sierra Leone,2010,Sex,9.2 [6.2-12.1],694,0,9.2,6.2,12.1
413,SLE,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sierra Leone,2010,Sex,36.6 [29.1-44.0],694,1,36.6,29.1,44.0
414,SLV,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),El Salvador,2010,Sex,11.7 [9.0-14.4],222,0,11.7,9.0,14.4
415,SLV,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),El Salvador,2010,Sex,2.9 [2.1-3.6],222,0,2.9,2.1,3.6
416,SLV,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),El Salvador,2010,Sex,20.5 [15.9-25.1],222,1,20.5,15.9,25.1
417,SRB,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Serbia,2010,Sex,40.6 [33.1-48.1],688,0,40.6,33.1,48.1
418,SRB,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Serbia,2010,Sex,36.7 [30.0-43.4],688,0,36.7,30.0,43.4
419,SRB,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Serbia,2010,Sex,44.4 [36.2-52.7],688,1,44.4,36.2,52.7
420,STP,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sao Tome and Principe,2010,Sex,5.6 [4.1-7.1],678,0,5.6,4.1,7.1
421,STP,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sao Tome and Principe,2010,Sex,1.4 [0.8-1.9],678,0,1.4,0.8,1.9
422,STP,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sao Tome and Principe,2010,Sex,9.8 [7.3-12.2],678,1,9.8,7.3,12.2
423,SVK,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Slovakia,2010,Sex,31.0 [25.3-36.8],703,0,31.0,25.3,36.8
424,SVK,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Slovakia,2010,Sex,22.7 [18.2-27.2],703,0,22.7,18.2,27.2
425,SVK,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Slovakia,2010,Sex,39.4 [32.3-46.4],703,1,39.4,32.3,46.4
426,SVN,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Slovenia,2010,Sex,22.7 [19.0-26.4],705,0,22.7,19.0,26.4
427,SVN,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Slovenia,2010,Sex,20.8 [17.9-23.6],705,0,20.8,17.9,23.6
428,SVN,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Slovenia,2010,Sex,24.6 [20.2-29.1],705,1,24.6,20.2,29.1
429,SWE,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sweden,2010,Sex,20.0 [16.5-23.5],752,0,20.0,16.5,23.5
430,SWE,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sweden,2010,Sex,18.2 [15.0-21.5],752,0,18.2,15.0,21.5
431,SWE,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Sweden,2010,Sex,21.8 [18.1-25.5],752,1,21.8,18.1,25.5
432,SWZ,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Eswatini,2010,Sex,9.3 [7.3-11.4],748,0,9.3,7.3,11.4
433,SWZ,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Eswatini,2010,Sex,2.5 [1.8-3.2],748,0,2.5,1.8,3.2
434,SWZ,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Eswatini,2010,Sex,16.1 [12.7-19.5],748,1,16.1,12.7,19.5
435,SYC,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Seychelles,2010,Sex,22.3 [16.9-27.6],690,0,22.3,16.9,27.6
436,SYC,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Seychelles,2010,Sex,7.2 [5.4-9.0],690,0,7.2,5.4,9.0
437,SYC,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Seychelles,2010,Sex,37.3 [28.4-46.3],690,1,37.3,28.4,46.3
438,TCD,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Chad,2010,Sex,9.1 [7.3-10.9],148,0,9.1,7.3,10.9
439,TCD,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Chad,2010,Sex,2.4 [1.8-2.9],148,0,2.4,1.8,2.9
440,TCD,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Chad,2010,Sex,15.9 [12.8-18.9],148,1,15.9,12.8,18.9
441,TGO,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Togo,2010,Sex,7.6 [5.5-9.7],768,0,7.6,5.5,9.7
442,TGO,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Togo,2010,Sex,0.8 [0.5-1.1],768,0,0.8,0.5,1.1
443,TGO,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Togo,2010,Sex,14.4 [10.5-18.3],768,1,14.4,10.5,18.3
444,THA,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Thailand,2010,Sex,22.6 [19.1-26.1],764,0,22.6,19.1,26.1
445,THA,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Thailand,2010,Sex,2.2 [1.9-2.6],764,0,2.2,1.9,2.6
446,THA,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Thailand,2010,Sex,43.0 [36.4-49.5],764,1,43.0,36.4,49.5
447,TKM,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Turkmenistan,2010,Sex,8.5 [5.9-11.1],795,0,8.5,5.9,11.1
448,TKM,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Turkmenistan,2010,Sex,0.5 [0.3-0.8],795,0,0.5,0.3,0.8
449,TKM,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Turkmenistan,2010,Sex,16.5 [11.5-21.5],795,1,16.5,11.5,21.5
450,TLS,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Timor-Leste,2010,Sex,41.1 [32.4-49.9],626,0,41.1,32.4,49.9
451,TLS,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Timor-Leste,2010,Sex,6.6 [4.7-8.6],626,0,6.6,4.7,8.6
452,TLS,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Timor-Leste,2010,Sex,75.6 [60.0-91.1],626,1,75.6,60.0,91.1
453,TON,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tonga,2010,Sex,32.5 [26.2-38.7],776,0,32.5,26.2,38.7
454,TON,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tonga,2010,Sex,14.5 [11.8-17.2],776,0,14.5,11.8,17.2
455,TON,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tonga,2010,Sex,50.4 [40.6-60.3],776,1,50.4,40.6,60.3
456,TUN,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tunisia,2010,Sex,26.9 [22.1-31.6],788,0,26.9,22.1,31.6
457,TUN,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tunisia,2010,Sex,2.9 [2.2-3.6],788,0,2.9,2.2,3.6
458,TUN,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tunisia,2010,Sex,50.8 [42.1-59.6],788,1,50.8,42.1,59.6
459,TUR,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Türkiye,2010,Sex,31.8 [25.8-37.9],792,0,31.8,25.8,37.9
460,TUR,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Türkiye,2010,Sex,16.7 [13.9-19.5],792,0,16.7,13.9,19.5
461,TUR,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Türkiye,2010,Sex,47.0 [37.6-56.4],792,1,47.0,37.6,56.4
462,TUV,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tuvalu,2010,Sex,41.1 [30.0-52.1],798,0,41.1,30.0,52.1
463,TUV,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tuvalu,2010,Sex,22.9 [16.3-29.5],798,0,22.9,16.3,29.5
464,TUV,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Tuvalu,2010,Sex,59.2 [43.7-74.8],798,1,59.2,43.7,74.8
465,TZA,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),United Republic of Tanzania,2010,Sex,14.4 [11.4-17.3],834,0,14.4,11.4,17.3
466,TZA,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),United Republic of Tanzania,2010,Sex,1.8 [1.2-2.4],834,0,1.8,1.2,2.4
467,TZA,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),United Republic of Tanzania,2010,Sex,26.9 [21.6-32.1],834,1,26.9,21.6,32.1
468,UGA,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uganda,2010,Sex,11.7 [9.4-14.0],800,0,11.7,9.4,14.0
469,UGA,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uganda,2010,Sex,4.3 [3.4-5.2],800,0,4.3,3.4,5.2
470,UGA,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uganda,2010,Sex,19.1 [15.4-22.8],800,1,19.1,15.4,22.8
471,UKR,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Ukraine,2010,Sex,31.2 [25.8-36.7],804,0,31.2,25.8,36.7
472,UKR,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Ukraine,2010,Sex,12.4 [10.1-14.7],804,0,12.4,10.1,14.7
473,UKR,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Ukraine,2010,Sex,50.1 [41.5-58.7],804,1,50.1,41.5,58.7
474,URY,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uruguay,2010,Sex,27.1 [22.7-31.6],858,0,27.1,22.7,31.6
475,URY,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uruguay,2010,Sex,23.0 [19.2-26.8],858,0,23.0,19.2,26.8
476,URY,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uruguay,2010,Sex,31.3 [26.2-36.4],858,1,31.3,26.2,36.4
477,USA,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),United States of America,2010,Sex,23.8 [19.5-28.0],840,0,23.8,19.5,28.0
478,USA,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),United States of America,2010,Sex,19.7 [16.3-23.1],840,0,19.7,16.3,23.1
479,USA,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),United States of America,2010,Sex,27.8 [22.6-33.0],840,1,27.8,22.6,33.0
480,UZB,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uzbekistan,2010,Sex,13.6 [10.4-16.8],860,0,13.6,10.4,16.8
481,UZB,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uzbekistan,2010,Sex,1.1 [0.8-1.5],860,0,1.1,0.8,1.5
482,UZB,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Uzbekistan,2010,Sex,26.0 [20.0-32.0],860,1,26.0,20.0,32.0
483,VNM,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Viet Nam,2010,Sex,24.6 [20.4-28.7],704,0,24.6,20.4,28.7
484,VNM,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Viet Nam,2010,Sex,1.5 [1.3-1.8],704,0,1.5,1.3,1.8
485,VNM,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Viet Nam,2010,Sex,47.6 [39.5-55.6],704,1,47.6,39.5,55.6
486,VUT,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Vanuatu,2010,Sex,26.0 [18.9-33.0],548,0,26.0,18.9,33.0
487,VUT,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Vanuatu,2010,Sex,6.3 [4.2-8.4],548,0,6.3,4.2,8.4
488,VUT,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Vanuatu,2010,Sex,45.6 [33.5-57.7],548,1,45.6,33.5,57.7
489,WSM,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Samoa,2010,Sex,30.7 [25.0-36.4],882,0,30.7,25.0,36.4
490,WSM,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Samoa,2010,Sex,17.9 [14.3-21.4],882,0,17.9,14.3,21.4
491,WSM,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Samoa,2010,Sex,43.5 [35.6-51.3],882,1,43.5,35.6,51.3
492,ZAF,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),South Africa,2010,Sex,23.0 [19.1-26.8],710,0,23.0,19.1,26.8
493,ZAF,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),South Africa,2010,Sex,9.6 [7.8-11.3],710,0,9.6,7.8,11.3
494,ZAF,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),South Africa,2010,Sex,36.3 [30.4-42.3],710,1,36.3,30.4,42.3
495,ZMB,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Zambia,2010,Sex,15.1 [12.0-18.2],894,0,15.1,12.0,18.2
496,ZMB,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Zambia,2010,Sex,4.0 [3.1-4.9],894,0,4.0,3.1,4.9
497,ZMB,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Zambia,2010,Sex,26.2 [21.0-31.5],894,1,26.2,21.0,31.5
498,ZWE,Both sexes,Estimate of current tobacco smoking prevalence (%) (age-standardized),Zimbabwe,2010,Sex,14.6 [11.5-17.7],716,0,14.6,11.5,17.7
499,ZWE,Female,Estimate of current tobacco smoking prevalence (%) (age-standardized),Zimbabwe,2010,Sex,1.5 [0.9-2.1],716,0,1.5,0.9,2.1
500,ZWE,Male,Estimate of current tobacco smoking prevalence (%) (age-standardized),Zimbabwe,2010,Sex,27.7 [22.1-33.3],716,1,27.7,22.1,33.3
